timestamp,frame_number,preprocess_ms,inference_ms,postprocess_ms,fps,objects_detected,alert_active
1771179846.622,1,0.9,98.8,0.3,0.0,0,False
1771179846.857,2,3.0,122.3,0.5,4.3,0,False
1771179847.000,3,1.1,130.6,0.3,5.3,0,False
1771179847.125,4,0.8,114.6,0.3,6.0,0,False
1771179847.234,5,1.6,96.7,0.4,6.5,0,False
1771179847.341,6,1.5,96.8,0.2,7.0,0,False
1771179847.444,7,1.2,92.1,0.3,7.3,0,False
1771179847.542,8,1.4,88.5,0.2,7.6,0,False
1771179847.637,9,1.8,84.7,0.2,7.9,0,False
1771179847.739,10,1.6,89.4,0.2,8.1,0,False
1771179847.835,11,1.6,86.0,0.3,8.2,0,False
1771179847.934,12,1.5,89.1,0.2,8.4,0,False
1771179848.034,13,2.7,88.8,0.2,8.5,0,False
1771179848.128,14,1.5,83.4,0.3,8.6,0,False
1771179848.219,15,1.7,81.2,0.2,8.8,0,False
1771179848.311,16,1.4,81.2,0.2,8.9,0,False
1771179848.412,17,1.4,88.1,0.2,8.9,0,False
1771179848.668,18,0.9,85.5,0.2,8.3,0,False
1771179848.783,19,0.8,101.8,0.2,8.3,0,False
1771179848.906,20,1.5,106.7,0.3,8.3,0,False
1771179849.010,21,0.9,87.9,0.3,8.4,0,False
1771179849.112,22,2.3,87.5,0.3,8.9,0,False
1771179849.211,23,1.5,85.9,0.2,9.0,0,False
1771179849.310,24,1.5,83.4,0.2,9.2,0,False
1771179849.404,25,2.4,81.6,0.2,9.2,0,False
1771179849.501,26,1.4,85.9,0.4,9.3,0,False
1771179849.601,27,1.5,88.8,0.2,9.3,0,False
1771179849.710,28,1.5,98.1,0.2,9.2,0,False
1771179849.816,29,1.5,94.5,0.2,9.2,0,False
1771179849.936,30,1.5,108.5,0.2,9.1,0,False
1771179850.070,31,0.8,123.0,0.3,8.9,0,False
1771179850.177,32,1.5,93.4,0.2,8.9,0,False
1771179850.286,33,1.5,92.8,0.2,8.9,0,False
1771179850.389,34,1.5,90.0,0.2,8.8,0,False
1771179850.683,35,0.8,99.2,0.2,8.1,0,False
1771179850.811,36,1.7,106.3,0.3,8.0,0,False
1771179850.917,37,4.6,88.9,0.3,8.0,0,False
1771179851.019,38,1.5,88.6,0.3,8.5,0,False
1771179851.125,39,1.5,90.8,0.2,8.5,0,False
1771179851.238,40,1.7,97.8,0.2,8.6,0,False
1771179851.339,41,1.7,85.8,0.2,8.6,0,False
1771179851.441,42,1.5,88.3,0.2,8.6,0,False
1771179851.543,43,1.5,83.8,0.3,8.6,0,False
1771179851.653,44,1.5,97.1,0.2,8.5,0,False
1771179851.781,45,1.5,116.0,0.3,8.4,0,False
