timestamp,frame_number,preprocess_ms,inference_ms,postprocess_ms,fps,objects_detected,alert_active
1773322480.520,1,13.2,369.8,3.0,0.0,0,False
1773322482.440,2,4.3,118.7,0.3,0.5,0,False
1773322482.623,3,2.1,112.9,0.2,1.0,0,False
1773322482.738,4,1.4,85.7,0.2,1.4,0,False
1773322482.842,5,2.1,86.4,0.2,1.7,0,False
1773322483.088,6,0.9,85.4,0.2,1.9,0,False
1773322483.202,7,1.1,95.2,0.2,2.2,0,False
1773322483.315,8,1.4,95.4,0.2,2.5,0,False
1773322483.441,9,1.2,108.5,0.2,2.7,0,False
1773322483.567,10,2.2,104.9,0.2,3.0,0,False
1773322483.687,11,1.4,100.3,0.4,3.2,0,False
1773322483.835,12,2.0,111.2,0.2,3.3,0,False
1773322483.992,13,1.5,125.1,0.2,3.5,0,False
1773322484.140,14,2.1,107.6,0.2,3.6,0,False
1773322484.259,15,1.3,96.5,0.2,3.7,0,False
1773322484.382,16,1.1,102.8,0.2,3.9,0,False
1773322484.521,17,2.4,118.9,0.2,4.0,0,False
1773322484.644,18,4.3,100.2,0.2,4.1,0,False
1773322484.764,19,2.4,99.6,0.2,4.2,0,False
1773322484.876,20,1.2,93.0,0.2,4.4,0,False
1773322485.106,21,0.9,95.1,0.2,4.4,0,False
1773322485.218,22,1.3,92.5,0.2,7.2,0,False
1773322485.329,23,1.3,92.5,0.2,7.4,0,False
1773322485.470,24,1.1,123.5,0.2,7.3,0,False
1773322485.628,25,1.3,121.1,0.2,7.2,0,False
1773322485.762,26,2.0,101.9,0.2,7.5,0,False
1773322485.902,27,1.3,109.5,0.3,7.4,0,False
1773322486.065,28,2.1,130.2,0.3,7.3,0,False
1773322486.208,29,3.6,106.4,0.2,7.2,0,False
1773322486.359,30,3.0,115.0,0.2,7.2,0,False
1773322486.510,31,1.9,112.7,0.2,7.1,0,False
1773322486.644,32,1.2,105.0,0.3,7.1,0,False
1773322486.757,33,1.3,89.7,0.2,7.2,0,False
1773322486.871,34,1.1,95.1,0.3,7.3,0,False
1773322487.100,35,0.9,80.9,0.3,7.0,0,False
1773322487.208,36,1.5,92.6,0.3,7.1,0,False
1773322487.346,37,2.7,105.5,0.3,7.1,0,False
1773322487.466,38,1.3,100.8,0.2,7.1,0,False
1773322487.622,39,1.7,119.6,0.2,7.0,0,False
1773322487.736,40,1.9,84.0,0.2,7.0,0,False
1773322487.874,41,3.9,111.7,0.2,7.2,0,False
1773322488.013,42,0.9,118.4,0.2,7.2,0,False
1773322488.137,43,0.8,104.2,0.2,7.1,0,False
1773322488.257,44,1.5,100.5,0.2,7.2,0,False
1773322488.379,45,1.6,101.8,0.2,7.3,0,False
1773322488.502,46,1.8,101.6,0.2,7.3,0,False
1773322488.620,47,1.5,99.5,0.2,7.4,0,False
1773322488.765,48,1.7,110.0,0.3,7.4,0,False
1773322488.904,49,2.5,107.6,0.3,7.4,0,False
1773322489.106,50,0.9,84.0,0.2,7.3,0,False
1773322489.246,51,2.3,102.5,0.2,7.3,0,False
1773322489.403,52,5.2,119.4,0.2,7.2,0,False
1773322489.518,53,1.3,95.4,0.2,7.2,0,False
1773322489.642,54,4.5,102.6,0.2,7.2,0,False
1773322489.804,55,3.2,118.8,0.2,7.4,0,False
1773322489.992,56,3.6,144.5,0.2,7.2,0,False
1773322490.487,57,2.3,110.3,0.3,6.4,0,False
1773322490.601,58,2.2,93.1,0.2,6.4,0,False
1773322490.729,59,1.4,107.6,0.2,6.4,0,False
1773322490.849,60,2.0,98.7,0.2,6.4,0,False
1773322491.108,61,0.8,79.5,0.2,6.2,0,False
1773322491.270,62,0.9,85.3,0.2,6.1,0,False
1773322491.412,63,1.1,114.6,0.2,6.1,0,False
1773322491.533,64,1.1,98.0,0.2,6.1,0,False
1773322491.653,65,2.0,94.4,0.2,6.1,0,False
1773322491.767,66,1.9,91.7,0.3,6.1,0,False
1773322491.884,67,2.0,94.9,0.2,6.1,0,False
1773322492.002,68,1.6,95.9,0.2,6.2,0,False
1773322492.122,69,1.5,97.1,0.2,6.2,0,False
1773322492.237,70,1.7,89.1,0.2,6.4,0,False
1773322492.362,71,2.2,96.7,0.2,6.4,0,False
1773322492.493,72,2.4,107.6,0.2,6.5,0,False
1773322492.620,73,1.8,104.9,0.2,6.4,0,False
1773322492.747,74,1.7,104.2,0.4,6.4,0,False
1773322492.856,75,1.5,87.4,0.2,6.6,0,False
1773322493.117,76,0.9,80.7,0.2,6.4,0,False
1773322493.250,77,1.3,111.1,0.2,7.2,0,False
1773322493.385,78,1.1,110.9,0.2,7.2,0,False
1773322493.505,79,1.7,95.3,0.2,7.2,0,False
1773322493.646,80,2.0,115.7,0.2,7.1,0,False
1773322493.777,81,2.1,107.0,0.3,7.5,0,False
1773322493.897,82,1.6,98.7,0.2,7.6,0,False
1773322494.042,83,1.6,121.7,0.2,7.6,0,False
1773322494.157,84,1.9,95.5,0.2,7.6,0,False
1773322494.276,85,2.9,101.3,0.2,7.6,0,False
1773322494.385,86,1.5,95.0,0.2,7.6,0,False
1773322494.497,87,1.4,94.4,0.2,7.7,0,False
1773322494.655,88,1.6,134.3,1.9,7.5,0,False
1773322494.802,89,1.1,124.8,0.2,7.5,0,False
1773322494.929,90,0.8,104.2,0.3,7.4,0,False
1773322495.061,91,1.6,107.8,0.2,7.4,0,False
1773322495.192,92,1.4,108.2,0.2,7.4,0,False
1773322495.661,93,2.4,105.1,0.2,6.6,0,False
1773322495.780,94,2.3,100.7,0.3,6.6,0,False
1773322495.899,95,1.9,101.4,0.2,6.6,0,False
1773322496.025,96,2.2,107.7,0.2,6.9,0,False
1773322496.130,97,1.0,88.6,0.2,6.9,0,False
1773322496.249,98,5.1,98.8,0.2,7.0,0,False
1773322496.369,99,1.2,104.1,0.2,7.0,0,False
1773322496.491,100,2.1,104.1,0.2,7.0,0,False
1773322496.607,101,1.0,99.8,0.2,7.1,0,False
1773322496.723,102,1.3,97.2,0.2,7.1,0,False
1773322496.829,103,1.9,91.5,0.2,7.2,0,False
1773322497.121,104,0.8,79.5,0.3,6.7,0,False
1773322497.225,105,1.7,86.8,0.5,6.8,0,False
1773322497.329,106,1.1,88.1,0.2,6.8,0,False
1773322497.452,107,0.9,106.2,0.2,6.8,0,False
1773322497.572,108,1.2,103.5,0.3,6.9,0,False
1773322497.702,109,1.0,112.7,0.4,6.9,0,False
1773322497.820,110,1.3,99.4,0.3,6.9,0,False
1773322497.936,111,1.7,99.4,0.2,7.0,0,False
1773322498.049,112,1.6,94.5,0.4,7.0,0,False
1773322498.185,113,1.1,117.2,0.2,7.9,0,False
1773322498.298,114,1.5,93.0,0.2,7.9,0,False
1773322498.419,115,2.3,102.4,0.2,7.9,0,False
1773322498.528,116,1.1,92.7,0.2,8.0,0,False
1773322498.645,117,1.2,100.1,0.3,8.0,0,False
1773322498.765,118,1.8,103.6,0.2,7.9,0,False
1773322498.885,119,1.9,103.4,0.3,8.0,0,False
1773322499.002,120,0.8,97.7,0.3,8.0,0,False
1773322499.110,121,1.5,91.0,0.3,8.0,0,False
1773322499.224,122,2.9,96.6,0.2,8.0,0,False
1773322499.348,123,1.1,104.0,0.2,7.9,0,False
1773322499.468,124,1.2,104.4,0.2,8.5,0,False
1773322499.584,125,1.2,100.0,0.2,8.5,0,False
1773322499.695,126,1.3,94.8,0.3,8.5,0,False
1773322499.816,127,2.6,100.7,0.2,8.5,0,False
1773322499.932,128,1.3,98.3,0.2,8.5,0,False
1773322500.048,129,1.4,96.6,0.2,8.5,0,False
1773322500.187,130,1.2,122.6,0.2,8.4,0,False
1773322500.304,131,1.7,100.1,0.2,8.4,0,False
1773322500.478,132,1.6,158.0,0.2,8.2,0,False
1773322500.610,133,0.9,105.3,0.2,8.2,0,False
1773322500.734,134,1.3,105.2,0.2,8.2,0,False
1773322500.845,135,1.9,87.9,0.2,8.2,0,False
1773322501.138,136,0.8,83.8,0.2,7.7,0,False
1773322501.263,137,2.2,107.0,0.2,7.6,0,False
1773322501.375,138,1.2,94.7,0.2,7.7,0,False
1773322501.493,139,1.2,100.9,0.2,7.7,0,False
1773322501.614,140,1.3,98.4,0.2,7.7,0,False
1773322501.741,141,2.2,100.9,0.2,7.6,0,False
1773322501.854,142,2.7,91.1,0.2,7.6,0,False
1773322501.968,143,4.5,94.3,0.2,7.6,0,False
1773322502.087,144,1.1,100.1,0.2,7.6,0,False
1773322502.218,145,1.1,111.5,0.2,7.6,0,False
1773322502.336,146,0.8,97.2,0.3,7.6,0,False
1773322502.467,147,2.0,103.7,0.2,7.5,0,False
1773322502.585,148,1.2,95.4,0.2,7.5,0,False
1773322502.701,149,1.3,96.4,0.2,7.5,0,False
1773322502.827,150,2.4,104.6,0.2,7.6,0,False
1773322502.950,151,1.7,101.4,0.3,7.6,0,False
1773322503.115,152,2.3,144.5,0.3,7.6,0,False
1773322503.249,153,1.6,115.0,0.2,7.6,0,False
1773322503.374,154,1.9,106.4,0.3,7.6,0,False
1773322503.491,155,2.0,97.2,0.3,7.6,0,False
1773322503.623,156,1.2,110.8,0.2,8.0,0,False
1773322503.737,157,1.2,94.6,0.2,8.1,0,False
1773322503.848,158,1.9,92.0,0.2,8.1,0,False
1773322503.974,159,1.2,107.1,0.2,8.1,0,False
1773322504.099,160,1.2,106.2,0.2,8.0,0,False
1773322504.230,161,1.0,112.1,0.2,8.0,0,False
1773322504.343,162,1.9,91.3,0.2,8.0,0,False
1773322504.456,163,1.5,91.2,0.3,8.0,0,False
1773322504.575,164,1.3,96.2,0.2,8.0,0,False
1773322504.690,165,1.2,95.9,0.3,8.1,0,False
1773322504.807,166,2.0,96.2,0.2,8.1,0,False
1773322504.932,167,1.7,104.9,0.3,8.1,0,False
1773322505.164,168,1.1,97.7,0.4,7.8,0,False
