timestamp,frame_number,preprocess_ms,inference_ms,postprocess_ms,fps,objects_detected,alert_active
1771174564.247,1,0.8,93.8,0.3,0.0,0,False
1771174564.549,2,2.6,188.6,0.4,3.3,0,False
1771174564.679,3,0.6,117.4,0.2,4.6,0,False
1771174564.777,4,1.0,86.1,0.2,5.7,0,False
1771174564.889,5,1.3,96.6,2.9,6.2,0,False
1771174564.983,6,1.3,82.4,0.2,6.8,0,False
1771174565.081,7,1.4,87.6,0.2,7.2,0,False
1771174565.178,8,1.3,86.6,0.2,7.5,0,False
1771174565.283,9,1.4,93.8,0.3,7.7,0,False
1771174565.391,10,1.2,98.9,0.3,7.9,0,False
1771174565.502,11,1.5,98.6,0.3,8.0,0,False
1771174565.596,12,1.4,81.0,0.2,8.2,0,False
1771174565.699,13,1.4,90.7,0.2,8.3,0,False
1771174565.823,14,1.4,110.0,0.3,8.2,0,False
1771174565.928,15,1.6,94.2,0.2,8.3,0,False
1771174566.021,16,1.4,81.2,0.2,8.5,0,False
1771174566.298,17,0.7,77.8,0.2,7.8,0,False
1771174566.396,18,0.7,89.5,0.3,7.9,0,False
1771174566.499,19,1.4,94.2,0.3,8.0,0,False
1771174566.600,20,1.0,91.4,0.3,8.1,0,False
1771174566.713,21,0.7,102.9,0.2,8.1,0,False
1771174566.836,22,2.0,104.3,0.2,8.7,0,False
1771174566.997,23,1.4,140.8,0.3,8.6,0,False
1771174567.128,24,0.7,117.9,0.2,8.5,0,False
1771174567.252,25,0.9,106.6,0.3,8.5,0,False
1771174567.350,26,1.4,85.1,0.2,8.4,0,False
1771174567.444,27,0.7,84.1,0.2,8.5,0,False
1771174567.539,28,0.7,84.4,0.2,8.5,0,False
1771174567.651,29,1.2,92.0,0.2,8.4,0,False
1771174567.750,30,0.7,88.7,0.2,8.5,0,False
1771174567.866,31,1.3,104.7,0.2,8.5,0,False
1771174567.963,32,0.7,85.9,0.2,8.4,0,False
1771174568.090,33,0.7,117.0,0.2,8.4,0,False
