timestamp,frame_number,preprocess_ms,inference_ms,postprocess_ms,fps,objects_detected,alert_active
1773061100.494,1,12.3,319.5,4.1,0.0,0,False
1773061102.544,2,2.3,223.0,0.4,0.5,0,False
1773061102.699,3,1.2,98.0,0.3,0.9,0,False
1773061102.820,4,1.3,83.9,0.2,1.3,0,False
1773061102.976,5,0.8,112.7,0.2,1.6,0,False
1773061103.088,6,0.8,86.1,0.3,1.9,0,False
1773061103.198,7,1.3,82.6,0.2,2.2,0,False
1773061103.318,8,1.3,86.9,0.3,2.5,0,False
1773061103.445,9,1.3,98.2,0.2,2.7,0,False
1773061103.570,10,0.8,99.4,0.3,2.9,0,False
1773061103.822,11,0.8,84.6,0.2,3.0,0,False
1773061103.968,12,0.7,92.4,0.3,3.2,0,False
1773061104.116,13,0.7,93.8,0.2,3.3,0,False
1773061104.247,14,0.7,86.4,0.3,3.5,0,False
1773061104.408,15,1.3,139.5,0.2,3.6,0,False
1773061104.517,16,0.8,90.6,0.3,3.7,0,False
1773061104.646,17,1.5,81.1,0.3,3.9,0,False
1773061104.774,18,0.7,82.7,0.2,4.0,0,False
1773061104.950,19,0.8,128.3,0.3,4.0,0,False
1773061105.081,20,0.8,90.8,0.3,4.1,0,False
1773061105.205,21,0.7,83.4,0.2,4.2,0,False
1773061105.329,22,1.3,81.5,0.3,7.2,0,False
1773061105.481,23,2.2,112.8,0.2,7.2,0,False
1773061105.588,24,0.7,81.1,0.2,7.2,0,False
1773061105.835,25,0.8,95.2,0.2,7.0,0,False
1773061105.953,26,0.8,90.9,0.3,7.0,0,False
1773061106.076,27,1.3,86.4,0.3,6.9,0,False
1773061106.199,28,0.8,95.6,0.3,6.9,0,False
1773061106.329,29,1.4,96.7,0.2,6.9,0,False
1773061106.444,30,1.6,83.0,0.3,7.0,0,False
1773061106.590,31,4.0,107.4,0.3,7.2,0,False
1773061106.721,32,1.3,99.4,0.2,7.3,0,False
1773061106.840,33,0.8,94.6,0.3,7.3,0,False
1773061106.947,34,1.2,90.2,0.3,7.4,0,False
1773061107.050,35,1.5,84.3,0.3,7.6,0,False
1773061107.174,36,1.5,87.2,0.2,7.5,0,False
1773061107.303,37,0.7,95.5,0.2,7.5,0,False
1773061107.417,38,1.3,81.6,0.2,7.6,0,False
1773061107.531,39,1.3,83.0,0.2,7.7,0,False
1773061107.823,40,0.8,79.1,0.3,7.3,0,False
1773061107.997,41,0.8,123.4,0.2,7.2,0,False
1773061108.110,42,0.7,85.6,0.3,7.2,0,False
1773061108.228,43,1.3,94.3,0.2,7.3,0,False
1773061108.348,44,1.4,92.9,0.3,7.2,0,False
1773061108.458,45,0.8,87.7,0.3,7.6,0,False
1773061108.593,46,1.3,91.6,0.2,7.6,0,False
1773061108.731,47,1.3,93.7,0.2,7.5,0,False
1773061108.850,48,0.7,93.4,0.2,7.5,0,False
1773061109.009,49,1.4,114.2,0.3,7.5,0,False
1773061109.127,50,0.8,89.2,0.2,7.5,0,False
1773061109.276,51,1.4,91.3,0.2,7.4,0,False
1773061109.444,52,1.3,108.6,0.3,7.3,0,False
1773061109.579,53,0.8,85.7,0.3,7.3,0,False
1773061109.850,54,0.8,79.2,0.3,6.9,0,False
1773061109.991,55,0.8,87.3,0.2,6.8,0,False
1773061110.137,56,1.1,84.8,0.3,6.8,0,False
1773061110.304,57,1.2,111.5,0.3,6.7,0,False
1773061110.432,58,1.2,88.8,0.3,6.6,0,False
1773061110.553,59,0.9,87.6,0.3,6.6,0,False
1773061110.671,60,0.8,91.5,0.3,7.0,0,False
1773061110.809,61,2.8,97.1,0.3,7.1,0,False
1773061110.926,62,1.6,87.2,0.3,7.1,0,False
1773061111.044,63,1.7,90.9,0.3,7.1,0,False
1773061111.192,64,0.8,110.6,0.3,7.0,0,False
1773061111.352,65,0.9,129.7,0.4,6.9,0,False
1773061111.482,66,0.8,103.6,0.4,6.9,0,False
1773061111.587,67,1.4,79.5,0.2,7.0,0,False
1773061111.841,68,0.8,79.1,0.3,6.7,0,False
1773061112.017,69,0.8,124.8,0.2,6.6,0,False
1773061112.183,70,0.8,109.3,0.2,6.5,0,False
1773061112.300,71,1.3,84.1,0.2,6.6,0,False
