timestamp,frame_number,preprocess_ms,inference_ms,postprocess_ms,fps,objects_detected,alert_active
1771174431.447,1,0.8,150.6,0.3,0.0,0,False
1771174431.704,2,0.7,147.6,0.4,3.9,0,False
1771174431.849,3,3.6,126.3,0.2,5.0,0,False
1771174431.963,4,1.5,95.6,0.2,5.8,0,False
1771174432.066,5,1.4,85.8,0.2,6.5,0,False
1771174432.165,6,1.4,81.8,0.2,7.0,0,False
1771174432.256,7,1.4,81.8,0.2,7.4,0,False
1771174432.356,8,1.4,88.3,0.2,7.7,0,False
1771174432.454,9,1.4,88.3,0.2,7.9,0,False
1771174432.567,10,1.4,102.3,0.2,8.0,0,False
1771174432.668,11,1.4,88.6,0.2,8.2,0,False
1771174432.762,12,1.4,84.5,0.2,8.4,0,False
1771174432.861,13,1.4,89.1,0.2,8.5,0,False
1771174432.953,14,1.4,81.6,0.2,8.6,0,False
1771174433.050,15,1.4,87.4,0.2,8.7,0,False
1771174433.145,16,1.4,84.2,0.2,8.8,0,False
1771174433.433,17,0.7,77.5,0.2,8.1,0,False
1771174433.533,18,2.0,85.7,0.2,8.2,0,False
1771174433.649,19,1.4,103.3,0.3,8.2,0,False
1771174433.745,20,2.1,84.8,0.2,8.3,0,False
1771174433.843,21,1.4,87.2,0.2,8.3,0,False
1771174433.934,22,1.4,79.9,0.2,9.0,0,False
1771174434.030,23,2.0,85.5,0.2,9.2,0,False
1771174434.120,24,1.4,79.1,0.2,9.3,0,False
1771174434.214,25,1.9,83.9,0.2,9.3,0,False
1771174434.310,26,1.4,84.2,0.2,9.3,0,False
1771174434.405,27,1.4,85.3,0.2,9.3,0,False
1771174434.510,28,1.4,93.0,0.3,9.3,0,False
1771174434.605,29,1.4,85.3,0.2,9.3,0,False
1771174434.710,30,2.5,93.4,0.2,9.3,0,False
1771174434.828,31,1.4,105.2,0.2,9.3,0,False
1771174434.940,32,1.6,100.4,0.2,9.2,0,False
1771174435.035,33,1.5,84.9,0.2,9.2,0,False
1771174435.144,34,1.4,99.4,0.2,9.1,0,False
1771174435.451,35,0.7,94.3,0.2,8.3,0,False
1771174435.551,36,1.5,89.9,0.2,8.3,0,False
1771174435.669,37,1.4,105.2,0.2,8.9,0,False
1771174435.773,38,1.4,92.0,0.2,8.9,0,False
1771174435.866,39,1.4,80.4,0.2,9.0,0,False
1771174435.970,40,1.8,88.2,0.2,9.0,0,False
1771174436.067,41,1.5,83.4,0.4,9.0,0,False
1771174436.164,42,1.4,84.3,0.2,9.0,0,False
1771174436.262,43,2.0,85.7,0.2,9.0,0,False
1771174436.361,44,1.4,87.4,0.4,8.9,0,False
1771174436.455,45,1.4,83.9,0.2,8.9,0,False
1771174436.554,46,1.4,87.6,0.2,8.9,0,False
1771174436.650,47,1.4,85.8,0.2,8.9,0,False
1771174436.750,48,1.4,89.0,0.2,8.9,0,False
1771174436.848,49,1.3,88.3,0.3,8.9,0,False
1771174436.961,50,1.3,103.9,0.3,8.9,0,False
1771174437.060,51,1.4,90.4,0.2,9.0,0,False
1771174437.153,52,1.4,84.5,0.2,9.0,0,False
1771174437.440,53,0.7,77.5,0.2,8.3,0,False
1771174437.532,54,0.8,81.8,0.2,8.4,0,False
1771174437.637,55,1.4,95.6,0.2,9.1,0,False
1771174437.736,56,1.4,87.6,0.5,9.2,0,False
1771174437.838,57,1.4,89.9,0.2,9.2,0,False
1771174437.955,58,1.4,99.5,0.3,9.2,0,False
1771174438.061,59,0.7,90.7,0.2,9.1,0,False
1771174438.162,60,1.4,90.0,0.2,9.1,0,False
1771174438.277,61,1.3,103.7,0.2,9.0,0,False
1771174438.377,62,1.4,84.5,0.2,9.0,0,False
1771174438.482,63,1.4,92.4,0.2,9.0,0,False
1771174438.576,64,1.4,82.7,0.2,9.0,0,False
1771174438.695,65,1.6,106.6,0.2,8.9,0,False
1771174438.801,66,0.7,95.9,0.2,8.9,0,False
1771174438.911,67,2.1,98.3,0.2,8.8,0,False
1771174439.008,68,2.0,86.3,0.2,8.9,0,False
1771174439.103,69,1.4,84.6,0.2,8.9,0,False
1771174439.203,70,1.4,90.0,0.2,8.9,0,False
1771174439.448,71,0.8,79.0,0.2,8.4,0,False
1771174439.545,72,0.8,86.8,0.2,8.4,0,False
1771174439.689,73,2.2,131.9,0.4,8.9,0,False
1771174439.813,74,0.9,113.2,0.3,8.8,0,False
1771174439.933,75,1.2,109.1,0.2,8.7,0,False
1771174440.034,76,0.7,91.3,0.3,8.7,0,False
1771174440.130,77,0.7,86.8,0.2,8.7,0,False
1771174440.221,78,0.7,82.3,0.2,8.8,0,False
1771174440.318,79,0.7,86.7,0.2,8.9,0,False
1771174440.415,80,0.7,82.8,0.3,8.9,0,False
1771174440.517,81,0.7,89.7,0.2,8.9,0,False
1771174440.617,82,0.7,85.5,0.2,8.9,0,False
1771174440.726,83,0.7,97.1,0.2,8.9,0,False
1771174440.817,84,0.7,80.1,0.3,8.9,0,False
1771174440.906,85,0.6,79.4,0.2,9.0,0,False
1771174441.003,86,0.7,86.8,0.6,9.1,0,False
1771174441.089,87,0.7,75.8,0.2,9.2,0,False
